annotation_id,backbone,language,config,variant,seed,example_index,context,question,gold_answer,generated_answer,em,f1,f_faith_model_score,annotator_1_judgment,annotator_1_notes,annotator_2_judgment,annotator_2_notes,adjudicated_judgment
A0252,mt5-base,arabic,B_ce_lora,dora,42,475,"كتب المؤرخ فريديريك و. موت أن استخدام مصطلح ""الطبقات الاجتماعية"" لهذا النظام كان مُضَلِّلاً وأن وضع الأشخاص داخل نظام الطبقات الأربعة لم يكن مؤشراً على قوتهم الاجتماعية الفعلية والثروة، ولكنه انطوى فقط على ""درجة من الامتياز"" التي حصلوا عليها من الناحية المؤسسية والقانونية، لذلك لم يكن وضع الشخص داخل الفصول ضماناً لمكانته، نظراً لوجود صينيين أثرياء وجيدين اجتماعياً في حين كان الأغنياء المغوليين والسيمويين أقل من المغوليين والسيمويين الذين عاشوا  في الفقر وعوملوا سوء المعاملة.",من يعتقد أن نظام الطبقة الاجتماعية في يوان لا ينبغي أن يسمى الطبقات الاجتماعية؟,فريديريك و. موت,نظام الطبقات الاجتماعية,0,0.0,0.0633,,,,,
A0253,mt5-base,malay,B_ce_lora,qlora,42,30,"Pada majlis penyampaian ucapan dasar Khamis daripada Pertunjukkan Permainan Tokyo, Presiden Nintendo Satoru Iwata melancarkan reka bentuk pengawal untuk konsol Nintendo Revolusi baru syarikat. Menyerupai alat kawalan jauh televisyen, alat kawalan menggunakan dua sensor yang terletak dekat televisyen pengguna untuk triangulasi kedudukannya dalam ruang tiga dimensi. Ini akan membolehkan pemain mengawal aksi dan pergerakan dalam permainan video dengan menggerakkan peranti melalui udara.",Apakah yang perlu dilakukan oleh pemain untuk memanipulasi pergerakan semasa permainan video?,Gerakkan pengawal di udara,Meletakkan sensor berdekatan dengan televisyen,0,0.0,0.9976,,,,,
A0254,mt5-base,arabic,B_ce_lora,dora,42,538,نقل الجين المتجانس هو كيف نعرف عن البلاستيدات الخضراء المفقودة في العديد من سلالات الكرومالفولات. حتى إذا فقدت البلاستيدات الخضراء في نهاية المطاف، فإن الجينات التي تبَرَعَت بها لنواة المضيف السابق لا تزال قائمة، مما يوفر دليلاً على وجود البلاستيدات الخضراء المفقود. على سبيل المثال، في حين أن الدياتومات (هيتيروكونتوفايت) لديها الآن من بلاستيدات خضراء مشتقة من طحالب حمراء، فإن وجود العديد من جينات الطحالب الخضراء في نواة الدياتوم يقدم دليلاً على أن سلف الدياتوم (ربما سلف كل الكرومالفولات أيضاً) امتلكت بلاستيدات خضراء مشتقة من الطحالب الخضراء في مرحلة ما، والتي تم استبدالها لاحقاً بالبلاستيدات الحمراء.,أي نوع من البلاستيدات الخضراء لديها الدياتومات؟,من بلاستيدات خضراء مشتقة من طحالب حمراء,الكفيف,0,0.0,0.0344,,,,,
A0255,mt5-base,malay,B_ce_lora,dora,42,270,"Jardín de la Unión. Ruang ini dibina sebagai atrium untuk biara abad pada ke-17, yang mana Templo de San Diego ialah satu-satunya bangunan yang masih berdiri. Kini berfungsi sebagai plaza pusat dan selalu mempunyai banyak perkara yang berlaku siang dan malam. Terdapat sebilangan restoran di sekitar taman, dan pada waktu petang dan malam konsert percuma sering diadakan di gazebo utama. Callejon del Beso (Lorong Ciuman). Dua balkoni yang terpisah hanya dengan 69 sentimeter merupakan tempat kediaman lagenda cinta terdahulu. Beberapa kanak-kanak akan menceritakan kisah itu kepada anda untuk harga beberapa syiling.",Manakah antara berikut kini digunakan sebagai plaza pusat?,Jardín de la Unión,Las Callejon del Beso,0,0.0,0.0068,,,,,
A0256,mt5-base,malay,C_composite_lora,qlora,42,194,"Jika anda ingin melihat dunia dengan harga murah, untuk tujuan keperluan, gaya hidup atau cabaran, terdapat beberapa cara untuk berbuat begitu. Secara umum ia jatuh dalam dua kategori: Sama ada anda bekerja sambil melancong atau cuba untuk membataskan perbelanjaan anda. Artikel ini berfokuskan kepada yang kedua. Bagi mereka yang sanggup mengorbankan keselesaan, masa dan kebolehramalan untuk menurunkan perbelanjaan hampir ke kosong, lihat pelancongan bajet minimum. Nasihat tersebut membuat anggapan bahawa para pelancong tidak mencuri, menceroboh, mengambil bahagian dalam pasaran haram, mengemis atau mengeksploitasi orang lain untuk keuntungan mereka","Berdasarkan petikan, manakah antara berikut petua yang tidak dicadangkan untuk melancong dengan perbelanjaan terhad?",Meminta wang daripada orang,Meminta wang dari orang,0,0.75,0.2737,,,,,
A0257,mt5-base,arabic,B_ce_lora,qlora,42,132,"في المدينة جامعتان - جامعة نيوكاسل وجامعة نورثمبريا. يعود أصل جامعة نيوكاسل إلى كلية الطب والجراحة التي تأسست عام 1834 واستقلت من جامعة دورهام في 1 من آب عام 1963 لتأسيس جامعة نيوكاسل أبون تاين. تعتبر جامعة نيوكاسل الآن إحدى الجامعات الدولية الرائدة في المملكة المتحدة، إذ فازت بجائزة صانداي تايمز السنوية لأفضل جامعة في العالم لعام 2000. يعود أصل جامعة نورثمبريا إلى كلية نيوكاسل للفنون التطبيقية التي تأسست عام 1969 وأصبحت جامعة نورثامبريا في نيوكاسل عام 1992 ضمن الإجراء المعمم على كافة المملكة المتحدة الذي أصبحت فيه كليات الفنون التطبيقية جامعات جديدة. حازت جامعة نورثمبريا على لقب ""أفضل جامعة جديدة"" من قبل دليل تايمز للجامعات البارزة لعام 2005، كما حازت أيضًا على جائزة الشركة المرموقة لـ ""المنظمة الأكثر إتاحةً لتكنولوجيا المعلومات"" (في المملكة المتحدة) من قبل مجلة كمبيوتينج المعنية بصناعة تكنولوجيا المعلومات .",كم عدد الجامعات الموجودة في نيوكاسل؟,جامعتان,جامعة نورثمبريا,0,0.0,0.0076,,,,,
A0258,mt5-base,malay,C_composite_lora,dora,42,340,"Lembah Cochamó - Destinasi pendakian utama Chile, dikenali sebagai Yosemite Amerika Selatan, dengan pelbagai tembok besar dan cenuram granit. Mercunya termasuk pemandangan indah dari kemuncak. Pendaki-pendaki dari seantero dunia sedang terus membina laluan baru antara semua dindingnya yang tidak berkesudahan.","Berdasarkan petikan, apakah perkara yang banyak sehingga membenarkan pendaki sentiasa menemui laluan baharu di Lembah Cochamó?",Dinding,Pem Pem lebih,0,0.0,0.0004,,,,,
A0259,mt5-base,arabic,B_ce_lora,dora,42,106,يرى بعض الباحثين المعاصرين مثل فيلدينج هـ. جاريسون أنه يمكن تتبع أصل علم الجيولوجيا إلى بلاد فارس بعد انتهاء الفتوحات الإسلامية. كان أبو الريحان البيروني (973–1048 م) أحد أوائل الجيولوجيين الفرس الذين تضمنت أعمالهم الكتابات الأولى عن جيولوجيا الهند، إذ افترض أن شبه القارة الهندية كانت ذات يوم بحرًا. بالاعتماد على الأدبيات العلمية اليونانية والهندية التي لم تدمرها الفتوحات الإسلامية، اقترح الباحث الفارسي ابن سينا (أفيسينا، 981–1037م) تفسيرات مفصلة لتكوّن الجبال وأصل الزلازل وغيرها من المواضيع الجوهرية للجيولوجيا الحديثة، مما وفرت أساساً رئيسياً لتطور هذا العلم لاحقاً. في الصين صاغ  الباحث الموسوعي شين كوو (1031–1095م) فرضيةً لعملية تكوين الأرض: استنادًا إلى معاينته أصداف الحيوانات الأحفورية في طبقة جيولوجية في جبلٍ يبعد عن المحيط بمئات الأميال فقد استنتج أن الأرض تشكلت بسبب تآكل الجبال وترسب الطمي.,اقترح هذا الشخص تفسيراتٍ لأصول الزلازل وتكوّن الجبال، فماذا كان اسمه؟,ابن سينا,الكاتب الفارسي ابن سينا,0,0.6667,0.0591,,,,,
A0260,mt5-base,arabic,C_composite_lora,dora,42,470,"يمارس الطب الغربي في الصين أيضاً على يد المسيحيين النسطوريين في محكمة يوان، حيث كان يُطلق عليه أحياناً اسم هويهوي أو الطب الإسلامي. أسس الطبيب النسطوري يسوع المترجم مكتب الطب الغربي في 1263 في عهد كوبلاي. كان أطباء هويهوي العاملون في مستشفيين إمبراطوريين مسؤولين عن علاج الأسرة الإمبراطورية وأعضاء المحكمة. عارض الأطباء الصينيون الطب الغربي لأن نظامه الخاطئ يتناقض مع فلسفة يين-يانج ووشينغ الكامنة وراء الطب الصيني التقليدي. لا توجد ترجمة صينية للأعمال الطبية الغربية معروفة، لكن من الممكن أن الصينيين تمكنوا من الوصول إلى كتاب ""القانون في الطب"" لإبن سينا.",ماذا كان هويهوي؟,الطب الإسلامي,الأسيس,0,0.0,0.0001,,,,,
A0261,mt5-base,malay,C_composite_lora,dora,42,48,"Arias diuji positif untuk kes virus yang ringan, kata Menteri Presiden Rodrigo Arias. Keadaan presiden adalah stabil, walaupun beliau akan di asingkan di rumah untuk beberapa hari. “Selain mengalami demam dan sakit tekak, saya rasa sihat dan dalam keadaan baik untuk menjalankan tugas saya dengan bekerja dari jarak jauh. Saya jangka untuk kembali berkhidmat pada hari Isnin,” kata Arias dalam sebuah kenyataan.",Pernyataan manakah yang tidak menerangkan keadaan presiden dengan tepat selepas diuji positif virus?,Beliau tidak berasa sihat,"B be be nya , ",0,0.0,0.0016,,,,,
A0262,mt5-base,arabic,B_ce_lora,dora,42,195,"‏في عام 1939، أخذ الجنود القوميون الصينيون الجثمان من موقعه في ""ضميمة الرب"" (بالمنغولية: إيدسين خورو) في منغوليا لحمايته من القوات اليابانية. تم نقله عبر الأراضي التي يسيطر عليها الشيوعيون في يانان على بعد حوالي 900 كم بالعربات حتى يبقى في مأمن دير بوذي هو دير دونغشان دافو ديان، حيث بقي هناك لمدة عشر سنوات. في عام 1949، ومع تقدم القوات الشيوعية، نقله الجنود القوميون لمسافة 200 كم إضافية نحو أقصى الغرب إلى دير التبت الشهير دير كومبوم أو طائر شي بالقرب من شينينغ، التي وقعت بعد ذلك بفترة وجيزة تحت سيطرة الشيوعيين. وفي أوائل عام 1954 تم إعادة جثمان جنكيز خان والآثار التابعة له إلى ""ضميمة الرب"" في منغوليا. وبحلول عام 1956، أقيم معبد جديد هناك لإيوائها. في عام 1968 وأثناء الثورة الثقافية، دمر الحرس الأحمر كل شيء ذي قيمة تقريبًا. تم إعادة تشكيل ""الآثار"" في سبعينيات القرن العشرين وتم الانتهاء من بناء تمثال رخامي رائع لجينكيز في عام 1989.",‏من الذي دمر أثمن الآثار في الضريح أثناء الثورة الثقافية؟,الحرس الأحمر,عشر سنوات,0,0.0,0.0772,,,,,
A0263,mt5-base,arabic,C_composite_lora,dora,42,449,"في مجال الأعمال التجارية، من بين الخريجين البارزين الرئيس التنفيذي لشركة مايكروسوفت ساتيا ناديلا ومؤسس شركة ""أوراكل"" وثالث أغنى رجل في أمريكا لاري إليسون وجولدمان ساكس والرئيس التنفيذي ل""إم إف جلوبال"" وكذلك حاكم نيوجرسي السابق جون كورزين، مؤسس شركة ""ماكينزي وشركاؤه"" ومؤلف أول كتاب تدريبي للمحاسبة الإدارية جيمس أو. ماكينزي وأرلي د. كاثي والرئيس التنفيذي ل""بلومبيرج إل.بي”. دانييل دكتوروف والرئيس التنفيذي لبنك كريدي سويس برادي دوغان والمؤسس والمدير التنفيذي لشركة مورنينج ستارجو مانسويتو ومالك ورئيس ""شيكاغو كوبس"" توماس إس ريكيتس ومُفَوَّض الرابطة الوطنية لكرة السلة آدم سيلفر.",ما هو الرئيس التنفيذي لشركة جولدمان ساكس إلا أيضاً من خريجي جامعة شيكاغو؟,جون كورزين,,0,0.0,0.0,,,,,
A0264,mt5-base,malay,B_ce_lora,dora,42,206,"Pada 1994, wilayah Nagorno-Karabakh beretnik Armenia di Azerbaijan melancarkan perang terhadap rakyat Azerbaijan. Dengan sokongan Armenia, sebuah republik baharu diwujudkan. Walau bagaimanapun, tidak ada negara yang telah lama wujud - walau Armenia sekalipun - yang mengiktirafnya secara rasmi. Pertengkaran diplomatik ke seluruh rantau hingga merosakkan perhubungan antara Armenia dan Azerbaijan.",Apakah yang terus memberi kesan kepada perhubungan antara Azerbaijan dan Armenia?,Pertengkaran diplomatik,Perangan 1994,0,0.0,0.0801,,,,,
A0265,mt5-base,malay,B_ce_lora,dora,42,152,"Pentadbir Commons Adam Cuerden menyatakan kekecewaannya atas pemadaman tersebut ketika beliau berbual dengan Wikinews pada bulan lalu. “Dia [Wales] pada dasarnya telah berbohong kepada kami dari awal. Pertama, dengan berlakon seolah-olah ini adalah bagi tujuan undang-undang. Kedua, dengan berpura-pura mendengar kami, sehingga dia memadam seninya.” Kemarahan masyarakat membawa kepada usaha untuk merangka dasar mengenai kandungan seksual untuk laman web tersebut yang menjadi hos kepada berjuta-juta media berlesen terbuka.","Menurut petikan, apakah yang telah dipadamkan daripada tapak web?",Seni,Draf seksual,0,0.0,0.0009,,,,,
A0266,mt5-base,malay,C_composite_lora,dora,42,302,"Jerusalem merupakan ibu kota dan bandar terbesar di Israel, walaupun kebanyakan negara lain dan Pertubuhan Bangsa-Bangsa Bersatu tidak mengiktirafkannya sebagai ibu kota Israel. Bandar kuno Judean Hills mempunyai sejarah yang menarik yang meliputi beribu tahun. Bandar ini dianggap suci kepada tiga agama monoteistik - Yahudi, Kristian dan Islam, dan berfungsi sebagai pusat rohani, keagamaan dan budaya. Kerana keagamaan kota berkenaan, dan khususnya kawasan Kota lama yang mempunyai banyak tapak, Baitulmuqaddis ialah destinasi utama pelancong-pelancong di Israel. Baitulmuqaddis mempunyai banyak tapak bersejarah, arkeologi dan budaya, serta pusat beli-belah, cafe dan restoran yang meriah dan sesak.",Manakah antara berikut tidak dinyatakan dalam petikan sebagai sebab Baitulmuqaddis terkenal?,Pengaruh politik,Tapas,0,0.0,0.0391,,,,,
A0267,mt5-base,malay,C_composite_lora,qlora,42,206,"Pada 1994, wilayah Nagorno-Karabakh beretnik Armenia di Azerbaijan melancarkan perang terhadap rakyat Azerbaijan. Dengan sokongan Armenia, sebuah republik baharu diwujudkan. Walau bagaimanapun, tidak ada negara yang telah lama wujud - walau Armenia sekalipun - yang mengiktirafnya secara rasmi. Pertengkaran diplomatik ke seluruh rantau hingga merosakkan perhubungan antara Armenia dan Azerbaijan.",Apakah yang terus memberi kesan kepada perhubungan antara Azerbaijan dan Armenia?,Pertengkaran diplomatik,Orang Armenian yang tinggal di Azerbaijan,0,0.0,0.9985,,,,,
A0268,mt5-base,malay,C_composite_lora,dora,42,170,"Antartika ialah kawasan paling sejuk di Bumi dan ia megelilingi Kutub Selatan. Perbelanjaan untuk melancong adalah mahal, perlu cergas dari segi fizikal, hanya dapat dilakukan pada musim panas bulan November-Februari, dan sebahagian besarnya terhad di Semenanjung, Kepulauan dan Laut Ross. Beberapa ribu pekerja tinggal di sini pada musim panas di kebanyakan empat dozen pangkalan kawasan tersebut; manakala sebilangan kecil tinggal pada musim sejuk. Pendalaman Antartika adalah dataran tinggi ditutupi oleh 2-3 km ais. Sekali-sekala lawatan udara pakar pergi ke pedalaman, untuk pendakian gunung atau untuk mencapai Kutub, mempunyai asas yang besar.",Pelancong yang berminat dengan pendakian gunung mungkin melawat bahagian mana di Antartika?,Kawasan Pedalaman,Kalu,0,0.0,0.0023,,,,,
A0269,mt5-base,arabic,C_composite_lora,qlora,42,17,تعد المشطيات من الفصائل النادرة جدا بسبب أجسادها الناعمة والهلامية، والتي تم تفسيرها على أنها مشطيات، وقد عُثِرَ على هذه المستحثات في المراسب الأحفورية وهي الأماكن التي تكون البيئة فيها مناسبةً لحفظ نعومة الأنسجة. فحتى التسعينيات لم يعثر إلا على هذين النموذجين الجيدين بما يكفي للتحليل، وكلاهما من المجموعة الملكية، أي من أوائل الفترة الديفونية (الإمسية).  ثم وجدت ثلاثة أنواع أخرى مشكوك فيها في صخور بورجس الصلصالية وفي الصخور الكندية بنفس العمر، أي منذ حوالي 505 مليون سنة خلت من أواسط العصر الكامبري. ولم تمتلك أي من الثلاثة المجسّات لكن كان لديها ما بين 24 و80 سنا مشطيا، وهو أكثر بكثير من الأنواع الحية ذوت 8 أسنان مشطية. كما بدو أن لهم تركيبات داخلية تشبه الأعضاء على عكس ما وُجِد في المشطيات الحية. كان لدى أحدى المستحثات الأولى التي أعلن عنها سنة 1996 فما كبيراً بدا أنه محاطٌ بحافة مطوية يحتمل أنها كانت عضلية. بعد مضي سنة ظهر دليل في الصين يقترح أن المشطيات كانت منتشرةً بشكل كبير إبان العصر الكامبري، لكنها كانت تختلف كثيرا عن الأنواع المعاصرة ـــ فمثلا كانت الأسنان المشطية بإحدى المستحثات موضوعةً فوق نباند بارزة. وقد تعود مستحثة أيواندروميدا الإيديكارية مشطياً هلامياً.,لأي شيء يمكن أن تعود مستحثة أيواندروميدا الإيديكارية؟,مشطياً هلامياً,أربعة,0,0.0,0.0072,,,,,
A0270,mt5-base,arabic,B_ce_lora,dora,42,630,أثناء دراسته القانون والفلسفة في إنجلترا وألمانيا، أصبح إقبال عضواً في فرع لندن لرابطة كل مسلمي الهند. عاد إلى لاهور في 1908. وبينما كان يقسم وقته بين ممارسة القانون والشعر الفلسفي، ظل إقبال نشطاً في الرابطة الإسلامية. لم يدعم تورط الهند في الحرب العالمية الأولى وظل على اتصال وثيق مع الزعماء السياسيين المسلمين مثل محمد علي جوهر ومحمد علي جناح. لقد كان ناقداً للكونجرس الوطني الهندي العلماني الهندي السائد. نُشرت محاضرات إقبال السبعة باللغة الإنجليزية بواسطة جامعة أكسفورد في عام 1934 في  في كتاب بعنوان إعادة بناء الفكر الديني في الإسلام. تتناول هذه المحاضرات دور الإسلام كدين وكذلك كفلسفة سياسية وقانونية في العصر الحديث.,ما الكتاب الذي نُشرت فيه محاضرات إقبال الإنجليزية السبعة؟,إعادة بناء الفكر الديني في الإسلام,الرابطة الإسلامية,0,0.0,0.0004,,,,,
A0271,mt5-base,malay,B_ce_lora,dora,42,69,"Hal ini bukan sahaja mengesahkan bahawa dinosaur tertentu mempunyai bulu, satu teori yang sudah tersebar luas, tetapi menyediakan butir-butir khusus yang secara amnya tidak dapat diberi oleh fosil, misalnya warna dan penyusunan tiga dimensi. . Para saintis mengatakan bahawa bulu haiwan ini berwarna coklat perang di bahagian atas dengan bahagian bawah adalah pucat atau berwarna karotenoid. Kajian juga memberi wawasan tentang evolusi bulu pelepah pada burung. Oleh sebab bulu dinosaur tidak mempunyai batang yang tumbuh dengan baik, yang dipanggil rakis, tetapi mempunyai ciri-ciri bulu lain - duri dan barbul - penyelidik menyimpulkan bahawa rakis berkemungkinan satu perkembangan evolusi ciri-ciri lain ini yang datang kemudian. Struktur bulu mencadangkan bahawa ia tidak digunakan untuk tujuan terbang tetapi lebih kepada pengawalan suhu atau untuk dipamerkan. Para penyelidik mencadangkan, walaupun ekor itu ekor dinosaur berusia muda, sample menunjukkan bulu adalah milik dewasa dan bukan yang muda. Para penyelidik mencadangkan, walaupun itu ekor dinosaur yang muda, sampel berkenaan menunjukkan bulu dewasa dan bukan bulu halus anak ayam.",Manakah antara penemuan ini bukan hasil daripada penemuan bulu pelepah?,Pengesahan bahawa kebanyakan dinosaur mempunyai bulu pelepah,Tidak digunakan semasa penerbangan,0,0.0,0.9937,,,,,
A0272,mt5-base,malay,C_composite_lora,dora,42,204,"Ke arah utara dan mudah dicapai adalah bandar romatik dan menarik Sintra dibuat terkenal kepada orang asing selepas cerita kegemilangannya yang direkod oleh Tuan Byron. Bas Scotturb 403 melakukan perjalanan yang kerap ke Sintra, bersinggah di Cabo da Roca. Juga di bahagian utara, lawati Sanctuary of Our Lady of Fatima (Shrine), sebuah tempat penjelmaan Marian yang terkenal di dunia.","Menurut petikan, bagaimanakah Sintra memperoleh perakuan di kalangan orang luar?",Ulasan positif Tuan Byron,Pen Pen,0,0.0,0.0015,,,,,
A0273,mt5-base,arabic,C_composite_lora,dora,42,428,"تم عرض سلسلة ""الدكتور هو"" مرات عديدة"". في أوائل سبعينيات القرن العشرين، لعب تريفور مارتن دورًا في دكتور هو والدالكس في المفاتيح السبعة حتى يوم القيامة. في أواخر الثمانينات، لعب كل من جون بيرتوي وكولين بيكر دور الطبيب مرات مختلفة أثناء أداء مسرحية بعنوان الدكتور هو - المغامرة النهائية. بينما كان بيرتوي مريضًا في أداءين، قام ديفيد بانكس (المعروف بدور رجال السايبر) بدور الطبيب. تم عرض مسرحيات أصلية أخرى كعروض مسرحية للهواة شارك فيها ممثلون آخرون يلعبون دور الطبيب، بينما كتب تيري نيشن لعنة الدالكس وهي مسرحية تم تنظيمها في أواخر الستينيات ولكن دون الدكتور.","ما هو جزء ""الدكتور هو"" الذي لم يكن فيه طبيب؟",لعنة الدالكس,,0,0.0,0.0,,,,,
A0274,mt5-base,malay,C_composite_lora,dora,42,16,"Selain acara pada hari Rabu, Carpanedo bertanding dalam dua perlumbaan individu di kejohanan itu. Yang pertama ialah Slalom, di mana beliau memperoleh Tidak Selesai untuk larian pertamanya. 36 daripada 116 pesaing mendapat keputusan yang sama dalam perlumbaan itu. Perlumbaannya yang lain, Giant Slalom, menunjukkan beliau berada di kedudukan kesepuluh dalam kategori wanita dengan gabungan masa larian 4:41.30, 2:11.60 minit lebih perlahan daripada pemenang tempat pertama Austrian Claudia Loesch dan 1:09.02 minit lebih perlahan daripada penamat tempat kesembilan, Gyöngyi Dani dari Hungary. Empat orang pemain ski dalam kumpulan duduk wanita telah gagal untuk menghabiskan perlumbaan mereka dan 45 daripada 117 jumlah pemain ski di Slalom Gergasi gagal untuk mendapat kedudukan di pertandingan itu.",Berapa ramaikah pesaing yang tidak menamatkan Giant Slalom?,4,45 45,0,0.0,0.9922,,,,,
A0275,mt5-base,malay,B_ce_lora,dora,42,135,"Amerika Syarikat Gimnastik menyokong surat Komuniti Olimpik Amerika Syarikat dan menerima keperluan mutlak keluarga Olimpik bagi mewujudkan persekitaran yang selamat untuk semua atlet kita. Kami bersetuju dengan kenyataan USOC bahawa kami boleh menjaga kepentingan atlet dan kelab kami, dan sukan mereka, dengan lebih baik di masa hadapan dengan perubahan yang lebih bermakna di dalam organisasi kami, dan bukannya pembatalan kesahan. Gimnastik Amerika Syarikat menyokong siasatan bebas yang mungkin boleh mendedahkan kesah deraan Larry Nassar dan mengambil tindakan perubahan yang wajar berkaitan kesah deraan yang dibongkarkan dengan berani oleh mangsa-mangsa beliau di mana perbuatan keji ini berlaku tanpa dikesan untuk tempoh masa yang lama. Gimnastik AS dan JOAS mempunyai matlamat yang sama, menjadikan sukan gimnastik dan lain-lain selamat bagi para atlet untuk mengejar impian mereka dalam persekitaran yang selamat, positif dan berdaya maju.","Menurut pernyataan, apakah yang tidak disokong oleh Gimnastik AS berikutan penderaan atlet oleh Nassar?",Pembatalan kesahan,Pembatalan kesahan,1,1.0,0.1098,,,,,
A0276,mt5-base,arabic,B_ce_lora,qlora,42,412,"يظهر الجزء الأول من السلسلة الطفل السماوي أن الطبيب لديه حفيدة سوزان فورمان. في سلسلة عام 1967 ""مقبرة رجال السايبر"" عندما تشك فيكتوريا فيلدفيلد في أن الدكتور يمكن أن يتذكر أسرته بسبب ""كونه قديمًا""، يقول الدكتور إنه يستطيع ذلك عندما يريد حقًا - ""بقية الوقت الذي ينامون فيه عقلي"". تكشف سلسلة 2005 أن الدكتور التاسع كان يعتقد أنه آخر سيدٍ على قيد الحياة، وأن كوكبه الوطن قد تم تدميره؛ في سلسلة ""الطفل الفارغ"" في عام (2005)، يقول الدكتور قسطنطين، ""قبل بدء الحرب، كنت أبًا وجدًا. أما الآن، فأنا لا أحد منهما."" ويردّ الدكتور قائلًا ""نعم، أنا أعرف هذا الشعور."" في سلسلة ""سميث وجونز"" (2007) ، عندما سئل عما إذا كان لديه أخ، أجاب ""لا، ليس بعد الآن"". في كل من السلسلتين ""الخوف منها"" (2006) و ""ابنة الطبيب"" (2008)، ذكر أنه كان أبًا في الماضي.","ما هو اسم حفيدة ""الدكتور هو""؟",سوزان فورمان,تروجان,0,0.0,0.0233,,,,,
A0277,mt5-base,arabic,C_composite_lora,dora,42,586,كما بدأت شمال غرب أوروبا ببطء في الاحترار من 22،000 سنة مضت  فصاعداً، بدأ ما تحت التربة المتجمد والأنهار الجليدية الممتدة في جبال الألب بالذوبان وأغطية ثلوج فصل الشتاء الذائبة في الربيع. تم توجيه الكثير من مياه التصريف إلى الراين وامتداده في اتجاه المصب. الاحترار السريع والتغيرات في الغطاء النباتي، للغابة المفتوحة، بدأ حوالي 13000 BP. بحلول 9000 BP ،كانت أوروبا عبارة عن غابات بالكامل. مع تقلص الغطاء الجليدي على مستوى العالم  ارتفعت مستويات مياه المحيطات وغمرت القناة الإنجليزية والبحر الشمالي. غمرت المياه الذائبة، بالإضافة إلى المحيط وما تحت الأرض، السواحل السابقة لأوروبا عبر الحدود.,متى بدأ الاحترار السريع وساعد بالغطاء النباتي؟,13000 BP,,0,0.0,0.0,,,,,
A0278,mt5-base,malay,B_ce_lora,dora,42,341,"Jika anda mahu terbang mengelilingi dunia sepenuhnya di Hemisfera Selatan, pilihan penerbangan dan destinasi adalah terhad disebabkan kekurangan laluan rentas lautan. Tidak ada pakatan syarikat penerbangan yang meliputi ketiga-ketiga lintasan lautan di Hemisfera Selatan (dan SkyTeam tidak meliputi mana-mana daripada lintasan tersebut). Namun begitu, Star Alliance meliputi semua kecuali bahagian timur Pasifik Selatan dari Santiago de Chile hingga Tahiti, yang merupakan penerbangan LATAM Oneworld. Penerbangan ini bukan satu-satunya pililhan sekiranya anda ingin melangkau Pasifik Selatan dan pantai barat Amerika Selatan. (lihat di bawah)","Berdasarkan maklumat yang diberikan dalam petikan, siapakah yang melakukan paling banyak rentasan di Hemifera Selatan?",Star Alliance,Pasifik Selatan,0,0.0,0.3687,,,,,
A0279,mt5-base,malay,B_ce_lora,dora,42,163,"Minumlah minuman beralkohol dengan sederhana. Alkohol mempunyai pengaruh yang berbeza pada orang yang berbeza, dan mengetahui had pengambilan anda ialah perkara yang paling penting. Masalah kesihatan jangka panjang yang berkemungkinan akibat minuman alkohol berlebihan termasuk kerosakan hati dan juga hilang keupayaan melihat dan kematian. Risiko bahaya meningkat apabila mengambil alkohol yang dihasilkan secara haram. Arak haram boleh mengandungi pelbagai kekotoran berbahaya termasuk metanol, yang boleh menyebabkan buta atau kematian walaupun dalam dos yang kecil.","Menurut petikan, manakah antara deria berikut boleh menjadi cacat kerana pengambilan alkohol berlebihan?",Penglihatan,Pendengaran,0,0.0,0.0013,,,,,
